question,hops,cypher_query,thinking,context,split
Ai đã phát triển công trình femtochemistry và giới tính của họ là gì?,2,"MATCH (nw:Notable_Work {name: ""femtochemistry""})<-[:DEVELOPED]-(p:Person) RETURN p.name, p.gender","Step 1: Translate to English: 'Who developed the work femtochemistry and what is their gender?'
Step 2: Identify entities 'femtochemistry' (Notable_Work) and intent 'who developed' and 'gender'.
Step 3: Map 'developed' to relationship 'DEVELOPED', 'who' to Person node, and 'gender' to Person property 'gender'.
Step 4: Construct MATCH (nw:Notable_Work {name: ""femtochemistry""})<-[:DEVELOPED]-(p:Person) RETURN p.name, p.gender.","Relevant Nodes:
""Notable_Work"": properties: [""name"", ""description""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:DEVELOPED]->(:Notable_Work)",train
Những người nào đã nhận Giải thưởng Khoa học Kinh tế của Ngân hàng Thụy Điển,2,"MATCH (p:Person)-[:RECEIVED]->(ast:AwardStatement)-[:IS_INSTANCE_OF]->(a:Award {name: ""Prize in Economic Sciences in Memory of Alfred Nobel""}) RETURN p.name","Step 1: Translate to English: 'Which people received the Prize in Economic Sciences in Memory of Alfred Nobel?'
Step 2: Identify the entity 'Prize in Economic Sciences in Memory of Alfred Nobel' and the intent to find associated people.
Step 3: Map 'people' to the :Person node and 'Prize in Economic Sciences in Memory of Alfred Nobel' to the Award node with property name='Prize in Economic Sciences in Memory of Alfred Nobel'. Map the relationship between people and award statements to :RECEIVED and award statements to awards as :IS_INSTANCE_OF.
Step 4: Construct the MATCH (p:Person)-[:RECEIVED]->(:AwardStatement)-[:IS_INSTANCE_OF]->(a:Award {name: ""Prize in Economic Sciences in Memory of Alfred Nobel""}) RETURN p.name.","Relevant Nodes:
""Award"": properties: [""name""]
""AwardStatement"": properties: [""name"", ""year"", ""motivation""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)
(:Person)-[:RECEIVED]->(:AwardStatement)",train
Dorothy Hodgkin sinh ngày nào?,1,"MATCH (p:Person {name: ""Dorothy Hodgkin""}) RETURN p.born_on_date","Step 1: Translate to English: 'What date was Dorothy Hodgkin born?'
Step 2: Identify entity 'Dorothy Hodgkin' and intent 'birth date'.
Step 3: Map 'birth date' to property 'born_on_date' on the 'Person' node.
Step 4: Construct the Cypher query: MATCH (p:Person {name: ""Dorothy Hodgkin""}) RETURN p.born_on_date.","Relevant Nodes:
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]",train
Những quốc gia nào có người từng đoạt giải Nobel Vật lý hoặc Y học?,3,"MATCH (a:Award {name: ""Nobel Prize in Physiology or Medicine""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name","Step 1: Translate to English: 'Which countries have people who have won the Nobel Prize in Physiology or Medicine?'
Step 2: Identify entities 'countries' and 'Nobel Prize in Physiology or Medicine', and intent 'finding countries'.
Step 3: Map 'countries' to node `Country` with property `name`, 'people' to node `Person`, and 'Nobel Prize in Physiology or Medicine' to `Award` with property `name` 'Nobel Prize in Physiology or Medicine'. Map relationships: `IS_CITIZEN_OF`, `RECEIVED`, `IS_INSTANCE_OF`.
Step 4: Construct MATCH (c:Country)<-[:IS_CITIZEN_OF]-(p:Person)-[:RECEIVED]->(ast:AwardStatement)-[:IS_INSTANCE_OF]->(a:Award {name: 'Nobel Prize in Physiology or Medicine'}) RETURN c.name.","Relevant Nodes:
""Award"": properties: [""name""]
""AwardStatement"": properties: [""name"", ""year"", ""motivation""]
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)
(:Person)-[:IS_CITIZEN_OF]->(:Country)
(:Person)-[:RECEIVED]->(:AwardStatement)",train
Ai đã phát triển công trình cách mạng ngoại hành tinh?,1,"MATCH (nw:Notable_Work {name: ""exoplanet revolution""})<-[:DEVELOPED]-(p:Person) RETURN p.name","Step 1: Translate to English: 'Who developed the work exoplanet revolution?'
Step 2: Identify entity 'exoplanet revolution' (Notable_Work) and intent 'who developed'.
Step 3: Map 'developed' to relationship 'DEVELOPED' and 'who' to Person node.
Step 4: Construct MATCH (nw:Notable_Work {name: 'exoplanet revolution'})<-[:DEVELOPED]-(p:Person) RETURN p.name.","Relevant Nodes:
""Notable_Work"": properties: [""name"", ""description""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:DEVELOPED]->(:Notable_Work)",train
Những người đoạt giải Nobel Văn học quê ở nước nào?,3,"MATCH (a:Award {name: ""Nobel Prize in Literature""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name","Step 1: Translate to English: 'Which country are the people who won the Nobel Prize in Literature from?'
Step 2: Identify entities 'Nobel Prize in Literature' (an Award) and 'people' (Person). The intent is to find the 'country' (Country name) of these people.
Step 3: Map 'Nobel Prize in Literature' to the `Award` node with `name: ""Nobel Prize in Literature""`. Map 'people who won' to `Person` nodes connected via `[:RECEIVED]` to `AwardStatement` nodes, which are `[:IS_INSTANCE_OF]` the specified `Award`. Map 'country from' to the `[:IS_CITIZEN_OF]` relationship to a `Country` node, returning its `name` property.
Step 4: Construct the MATCH clause: Start with the `Award` node for ""Nobel Prize in Literature"", link it to `AwardStatement` via `IS_INSTANCE_OF`, then to `Person` via `RECEIVED`, and finally to `Country` via `IS_CITIZEN_OF`. The RETURN clause will be `c.name`. This results in `MATCH (a:Award {name: ""Nobel Prize in Literature""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name`.","Relevant Nodes:
""Award"": properties: [""name""]
""AwardStatement"": properties: [""name"", ""year"", ""motivation""]
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)
(:Person)-[:IS_CITIZEN_OF]->(:Country)
(:Person)-[:RECEIVED]->(:AwardStatement)",train
Những người nào có cùng quốc tịch với James Cronin?,2,"MATCH (p1:Person {name: ""James Cronin""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name","Step 1: Translate to English: 'Which people share the same nationality as James Cronin?'
Step 2: Identify entity 'James Cronin' (a Person) and intent to find other 'Person' entities (p2) that are citizens of the same 'Country' (c) as 'James Cronin' (p1), and return their names.
Step 3: Map 'James Cronin' to 'Person' node with 'name' property. Map 'nationality' / 'share the same nationality' to the 'IS_CITIZEN_OF' relationship and 'Country' node. Map 'people' to 'Person' nodes, and 'names' to the 'name' property of those 'Person' nodes.
Step 4: Construct the MATCH clause to find 'James Cronin' (p1), then the 'Country' (c) they are a citizen of, then other 'Person' entities (p2) who are also citizens of that same 'Country' (c). Then construct the RETURN clause to get the names of those 'Person' entities (p2). This leads to MATCH (p1:Person {name: ""James Cronin""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name.","Relevant Nodes:
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:IS_CITIZEN_OF]->(:Country)",train
Những người từng nhận giải Nobel Văn học là công dân của quốc gia nào?,3,"MATCH (a:Award {name: ""Nobel Prize in Literature""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name","Step 1: Translate to English: 'Which countries are people who received the Nobel Prize in Literature citizens of?'
Step 2: Identify entities: 'Nobel Prize in Literature' (an Award), 'people' (Person), 'country' (Country). Intent: Find the countries of citizenship for individuals who received the 'Nobel Prize in Literature'.
Step 3: Map 'Nobel Prize in Literature' to `Award.name`. Map 'people who received' to `(:Person)-[:RECEIVED]->(:AwardStatement)`. Map 'citizens of which country' to `(:Person)-[:IS_CITIZEN_OF]->(:Country)` and `RETURN c.name`. The connection between Award and AwardStatement is `(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)`.
Step 4: Construct the MATCH and RETURN clauses: Start by matching the specific Award `(a:Award {name: ""Nobel Prize in Literature""})`. Traverse to the AwardStatement `<-[:IS_INSTANCE_OF]-(ast:AwardStatement)`. Then, find the Person who received it `<-[:RECEIVED]-(p:Person)`. Finally, find the Country the Person is a citizen of `-[:IS_CITIZEN_OF]->(c:Country)`. The requested information is the country's name, so `RETURN c.name`.","Relevant Nodes:
""Award"": properties: [""name""]
""AwardStatement"": properties: [""name"", ""year"", ""motivation""]
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)
(:Person)-[:IS_CITIZEN_OF]->(:Country)
(:Person)-[:RECEIVED]->(:AwardStatement)",train
Những quốc gia nào có người nhận giải Nobel Vật lý?,3,"MATCH (a:Award {name: ""Nobel Prize in Physics""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name","Step 1: Translate to English: 'Which countries have recipients of the Nobel Prize in Physics?'
Step 2: Identify entities 'countries', 'recipients', 'Nobel Prize in Physics' and intent 'list countries'.
Step 3: Map 'countries' to node :Country, 'recipients' to node :Person, 'Nobel Prize in Physics' to Award name. Map relationship 'recipients of' to :RECEIVED, 'citizenship' to :IS_CITIZEN_OF, 'award instance' to :IS_INSTANCE_OF.
Step 4: Construct MATCH (a:Award {name: ""Nobel Prize in Physics""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name.","Relevant Nodes:
""Award"": properties: [""name""]
""AwardStatement"": properties: [""name"", ""year"", ""motivation""]
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)
(:Person)-[:IS_CITIZEN_OF]->(:Country)
(:Person)-[:RECEIVED]->(:AwardStatement)",train
Gabriela Mistral sinh ngày nào?,1,"MATCH (p:Person {name: ""Gabriela Mistral""}) RETURN p.born_on_date","Step 1: Translate to English: 'What date was Gabriela Mistral born?'
Step 2: Identify entity 'Gabriela Mistral' and intent 'birth date'.
Step 3: Map 'birth date' to property 'born_on_date'.
Step 4: Construct MATCH (p:Person {name: 'Gabriela Mistral'}) RETURN p.born_on_date.","Relevant Nodes:
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]",train
Có những người nào làm việc trong cùng lĩnh vực với những người đã nhận Giải thưởng Kiến trúc sư của năm?,4,"MATCH (a:Award {name: ""Nobel Peace Prize""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name","Step 1: Translate to English: 'Who are the people who work in the same field as those who received the Architect of the Year Award?'
Step 2: Identify entities: 'Architect of the Year Award', 'people', 'same field'. Intent: Find people working in fields related to award recipients.
Step 3: Map keywords: 'people' to 'Person', 'received' to 'RECEIVED', 'Award' to 'Award', 'Architect of the Year Award' to 'Award.name', 'work in' to 'WORKS_IN_FIELD', 'field' to 'Field'.
Step 4: Construct MATCH (a:Award {name: ""Architect of the Year Award""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name.","Relevant Nodes:
""Award"": properties: [""name""]
""AwardStatement"": properties: [""name"", ""year"", ""motivation""]
""Field"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)
(:Person)-[:RECEIVED]->(:AwardStatement)
(:Person)-[:WORKS_IN_FIELD]->(:Field)",train
Ai là người cùng quốc tịch với Frederick Soddy?,2,"MATCH (p1:Person {name: ""Frederick Soddy""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name","Step 1: Translate to English: 'Who is of the same nationality as Frederick Soddy?'
Step 2: Identify entity 'Frederick Soddy' and intent 'find people with the same nationality'.
Step 3: Map 'nationality' to the relationship (:Person)-[:IS_CITIZEN_OF]->(:Country).
Step 4: Construct MATCH (p1:Person {name: ""Frederick Soddy""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name.","Relevant Nodes:
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:IS_CITIZEN_OF]->(:Country)",train
Tìm tên của những người đã phát triển một công trình nổi bật khác ngoài công trình 'two-sided auction'?,2,"MATCH (nw:Notable_Work {name: ""two-sided auction""})<-[:DEVELOPED]-(p:Person)-[:DEVELOPED]->(nw2:Notable_Work) WHERE nw.name <> nw2.name RETURN p.name, nw2.name","Step 1: Translate the Vietnamese question into English: 'Find the names of people who developed a notable work other than the work ""two-sided auction""?'
Step 2: Identify entities 'people' (Person), 'notable work' (Notable_Work), and the specific work 'two-sided auction'. The intent is to find people associated with a notable work that is not 'two-sided auction'.
Step 3: Map keywords to the English Schema: 'people' -> Person node, 'developed' -> DEVELOPED relationship, 'notable work' -> Notable_Work node. The condition 'other than the work ""two-sided auction""' implies filtering based on the name property of Notable_Work.
Step 4: Construct the MATCH and RETURN clauses logic. We need to find a Person (p) who DEVELOPED a Notable_Work (nw). We also need to find another Notable_Work (nw2) developed by the same Person (p). The condition is that nw and nw2 must have different names. The RETURN clause should give the name of the Person (p.name) and the name of the other Notable_Work (nw2.name). The original query provided seems to be a direct translation of the intent, so we will use that as the basis and adapt it slightly to fit the question's phrasing about finding *other* works.
MATCH (p:Person)-[:DEVELOPED]->(nw:Notable_Work)
WHERE nw.name = ""two-sided auction""
WITH p
MATCH (p)-[:DEVELOPED]->(nw2:Notable_Work)
WHERE nw.name <> nw2.name
RETURN p.name, nw2.name","Relevant Nodes:
""Notable_Work"": properties: [""name"", ""description""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:DEVELOPED]->(:Notable_Work)",train
Những quốc gia nào có người từng nhận Giải Nobel Hòa bình?,3,"MATCH (a:Award {name: ""Nobel Peace Prize""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name","Step 1: Translate to English: 'Which countries have people who received the Nobel Peace Prize?'
Step 2: Identify entities 'countries' and 'Nobel Peace Prize', and intent 'finding countries of recipients'.
Step 3: Map 'countries' to :Country, 'Nobel Peace Prize' to Award name, and 'people who received' to relationships involving :Person, :RECEIVED, :AwardStatement, and :IS_INSTANCE_OF.
Step 4: Construct MATCH (a:Award {name: ""Nobel Peace Prize""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name.","Relevant Nodes:
""Award"": properties: [""name""]
""AwardStatement"": properties: [""name"", ""year"", ""motivation""]
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)
(:Person)-[:IS_CITIZEN_OF]->(:Country)
(:Person)-[:RECEIVED]->(:AwardStatement)",train
